label,message,label_num
ham,hi wk been ok on hols now yes on for a bit of a run forgot that i have hairdressers appointment at four so need to get home n shower beforehand does that cause prob for u ham,0
ham,please dont text me anymore i have nothing else to say,0
ham,okay name ur price as long as its legal wen can i pick them up y u ave x ams xx,0
ham,im still looking for a car to buy and have not gone the driving test yet,0
ham,as per your request melle melle oru minnaminunginte nurungu vettam has been set as your callertune for all callers press to copy your friends callertune,0
ham,wow youre right i didnt mean to do that i guess once i gave up on boston men and changed my search location to nyc something changed cuz on my signin page it still says boston,0
ham,umma my life and vava umma love you lot dear,0
ham,thanks a lot for your wishes on my birthday thanks you for making my birthday truly memorable,0
ham,aight ill hit you up when i get some cash,0
ham,how would my ip address test that considering my computer isnt a minecraft server,0
ham,i know grumpy old people my mom was like you better not be lying then again i am always the one to play jokes,0
ham,dont worry i guess hes busy,0
ham,what is the plural of the noun research,0
ham,going for dinnermsg you after,0
ham,im ok wif it cos i like try new things but i scared u dun like mah cos u said not too loud,0
spam,gent we are trying to contact you last weekends draw shows that you won a å£ prize guaranteed call claim code k valid hrs only ppm,1
ham,wa ur openin sentence very formal anyway im fine too juz tt im eatin too much n puttin on weighthaha so anythin special happened,0
ham,as i entered my cabin my pa said happy bday boss i felt special she askd me lunch after lunch she invited me to her apartment we went there,0
spam,you are a winner u have been specially selected receive å£ or a holiday flights inc speak to a live operator claim pmin,1
ham,goodo yes we must speak friday eggpotato ratio for tortilla needed,0
ham,hmmmy uncle just informed me that hes paying the school directly so pls buy food,0
spam,private your account statement for shows unredeemed bonus points to claim call identifier code expires,1
spam,urgent your mobile no was awarded å£ bonus caller prize on this is our final try to contact u call from landline boxwrc ppm,1
ham,here is my new address applespairsall that malarky,0
spam,todays voda numbers ending are selected to receive a award if you have a match please call quoting claim code standard rates app,1
ham,i am going to sao mu today will be done only at,0
ham,ìï predict wat time ìll finish buying,0
ham,good stuff will do,0
ham,just so that you knowyetunde hasnt sent money yet i just sent her a text not to bother sending so its over you dont have to involve yourself in anything i shouldnt have imposed anything on you in the first place so for that i apologise,0
ham,are you there in room,0
ham,hey girl how r u hope u r well me an del r bak again long time no c give me a call sum time from lucyxx,0
ham,kkhow much does it cost,0
ham,im home,0
ham,dear will call tmorrowpls accomodate,0
ham,first answer my question,0
spam,sunshine quiz wkly q win a top sony dvd player if u know which country the algarve is in txt ansr to å£ sptyrone,1
spam,want get laid tonight want real dogging locations sent direct ur mob join the uks largest dogging network bt txting gravel to nt eca pmsgp,1
ham,i only haf msn its yijuehotmailcom,0
ham,he is there you call and meet him,0
ham,no no i will check all rooms befor activities,0
spam,youll not rcv any more msgs from the chat svc for free hardcore services text go to if u get nothing u must age verify with yr network try again,1
ham,got c i lazy to type i forgot ì in lect i saw a pouch but like not v nice,0
ham,k text me when youre on the way,0
ham,sir waiting for your mail,0
ham,a swt thought nver get tired of doing little things lovable persons cozsomtimes those little things occupy d biggest part in their hearts gud ni,0
ham,i know you are can you pls open the back,0
ham,yes see ya not on the dot,0
ham,whats the staff name who is taking class for us,0
spam,freemsg why havent you replied to my text im randy sexy female and live local luv to hear from u netcollex ltd p per msg reply stop to end,1
ham,ummmawill call after check inour life will begin from qatar so pls pray very hard,0
ham,ki deleted my contact that why,0
ham,sindu got job in birla soft,0
ham,the wine is flowing and im i have nevering,0
ham,yup i thk cine is better cos no need go down plaza mah,0
ham,ok ur typical reply,0
ham,as per your request melle melle oru minnaminunginte nurungu vettam has been set as your callertune for all callers press to copy your friends callertune,0
ham,you are everywhere dirt on the floor the windows even on my shirt and sometimes when i open my mouth you are all that comes flowing out i dream of my world without you then half my chores are out too a time of joy for me lots of tv shows ill see but i guess like all things you just must exist like rain hail and mist and when my time here is done you and i become one,0
ham,aaooooright are you at work,0
ham,im leaving my house now,0
ham,hello my love what are you doing did you get to that interview today are you you happy are you being a good boy do you think of meare you missing me,0
spam,customer service annoncement you have a new years delivery waiting for you please call now to arrange delivery,1
spam,you are a winner u have been specially selected receive å£ cash or a holiday flights inc speak to a live operator claim,1
ham,keep yourself safe for me because i need you and i miss you already and i envy everyone that sees you in real life,0
ham,new car and house for my parentsi have only new job in hand,0
ham,im so in love with you im excited each day i spend with you you make me so happy,0
spam,pls stop bootydelious f is inviting you to be her friend reply yes or no see her wwwsmsacubootydelious stop send stop frnd to,1
spam,bangbabes ur order is on the way u should receive a service msg download ur content if u do not goto wap bangb tv on ur mobile internetservice menu,1
ham,i place all ur points on e cultures module already,0
spam,urgent we are trying to contact you last weekends draw shows that you have won a å£ prize guaranteed call claim code s valid hrs only,1
ham,hi frnd which is best way to avoid missunderstding wit our beloved ones,0
ham,great escape i fancy the bridge but needs her lager see you tomo,0
ham,yes it completely in out of formclark also utter waste,0
ham,sir i need axis bank account no and bank address,0
ham,hmmm thk sure got time to hop ard ya can go free abt muz call u to discuss liao,0
ham,what time you coming down later,0
ham,bloody hell cant believe you forgot my surname mr ill give u a clue its spanish and begins with m,0
ham,well im gonna finish my bath now have a goodfine night,0
ham,let me know when youve got the money so carlos can make the call,0
ham,u still going to the mall,0
ham,turns out my friends are staying for the whole show and wont be back til ltgt so feel free to go ahead and smoke that ltgt worth,0
ham,text her if she doesnt reply let me know so i can have her log in,0
ham,hi you just spoke to maneesha v wed like to know if you were satisfied with the experience reply toll free with yes or no,0
ham,you lifted my hopes with the offer of money i am in need especially when the end of the month approaches and it hurts my studying anyways have a gr weekend,0
ham,lol no u can trust me,0
ham,ok i am a gentleman and will treat you with dignity and respect,0
ham,he will you guys close,0
ham,going on nothing greatbye,0
ham,hello handsome are you finding that job not being lazy working towards getting back that net for mummy wheres my boytoy now does he miss me,0
ham,haha awesome be there in a minute,0
spam,please call our customer service representative on freephone between ampm as you have won a guaranteed å£ cash or å£ prize,1
ham,have you got xmas radio times if not i will get it now,0
ham,i jus reached home i go bathe first but my sis using net tell u when she finishes k,0
spam,are you unique enough find out from th august wwwareyouuniquecouk,1
ham,im sorry ive joined the league of people that dont keep in touch you mean a great deal to me you have been a friend at all times even at great personal cost do have a great week,0
ham,hi finally i completed the course,0
ham,it will stop on itself i however suggest she stays with someone that will be able to give ors for every stool,0
ham,how are you doing hope youve settled in for the new school year just wishin you a gr day,0
ham,gud mrng dear hav a nice day,0
ham,did u got that persons story,0
ham,is your hamster dead hey so tmr i meet you at pm orchard mrt,0
ham,hi its kate how is your evening i hope i can see you tomorrow for a bit but i have to bloody babyjontet txt back if u can xxx,0
ham,found it enc ltgt where you at,0
ham,i sent you ltgt bucks,0
ham,hello darlin ive finished college now so txt me when u finish if u can love kate xxx,0
ham,your account has been refilled successfully by inr ltdecimalgt your keralacircle prepaid account balance is rs ltdecimalgt your transaction id is kr ltgt,0
ham,goodmorning sleeping ga,0
ham,u call me alter at ok,0
ham,ìï say until like dat i dun buy ericsson oso cannot oredi lar,0
ham,as i entered my cabin my pa said happy bday boss i felt special she askd me lunch after lunch she invited me to her apartment we went there,0
ham,aight yo dats straight dogg,0
ham,you please give us connection today itself before ltdecimalgt or refund the bill,0
ham,both i shoot big loads so get ready,0
ham,whats up bruv hope you had a great break do have a rewarding semester,0
ham,home so we can always chat,0
ham,kkgoodstudy well,0
ham,yup how ì noe leh,0
ham,sounds great are you home now,0
ham,finally the match heading towards draw as your prediction,0
ham,tired i havent slept well the past few nights,0
ham,easy ahsen got selected means its good,0
ham,i have to take exam with march,0
ham,yeah you should i think you can use your gt atm now to register not sure but if theres anyway i can help let me know but when you do be sure you are ready,0
ham,ok no prob take ur time,0
ham,there is os called ubandu which will run without installing in hard diskyou can use that os to copy the important files in system and give it to repair shop,0
ham,sorry ill call later,0
ham,u say leh of course nothing happen lar not say v romantic jus a bit only lor i thk e nite scenery not so nice leh,0
spam,new mobiles from must go txt nokia to no collect yours todayfrom only å£ wwwtcbiz optout gbpmtmsg,1
ham,would really appreciate if you call me just need someone to talk to,0
spam,will u meet ur dream partner soon is ur career off a flyng start find out free txt horo followed by ur star sign e g horo aries,1
ham,hey company elama po mudyadhu,0
ham,life is more strict than teacher bcoz teacher teaches lesson amp then conducts exam but life first conducts exam amp then teaches lessons happy morning,0
ham,dear good morning now only i am up,0
ham,get down in gandhipuram and walk to cross cut road right side ltgt street road and turn at first right,0
ham,dear we are going to our rubber place,0
ham,sorry battery died yeah im here,0
ham,yeshere tv is always available in work place,0
spam,text meet someone sexy today u can find a date or even flirt its up to u join just p reply with name age eg sam msg recdthirtyeight pence,1
ham,i have printed it oh so ltgt come upstairs,0
ham,or ill be a little closer like at the bus stop on the same street,0
ham,where are youwhen wil you reach here,0
ham,new theory argument wins d situation but loses the person so dont argue with ur friends just kick them amp say im always correct,0
spam,u have a secret admirer who is looking make contact with ufind out who they rreveal who thinks ur so specialcall on,1
ham,tomarrow final hearing on my laptop case so i cant,0
ham,pleassssssseeeeee tel me v avent done sportsx,0
ham,okay no no just shining on that was meant to be signing but that sounds better,0
ham,although i told u dat im into baig face watches now but i really like e watch u gave cos its fr u thanx everything dat uve done today im touched,0
ham,u dont remember that old commercial,0
ham,too late i said i have the website i didnt i have or dont have the slippers,0
ham,i asked you to call him now ok,0
ham,kallis wont bat in nd innings,0
ham,it didnt work again oh ok goodnight then ill fix and have it ready by the time you wake up you are very dearly missed have a good night sleep,0
spam,congratulations ur awarded of cd vouchers or gift guaranteed free entry wkly draw txt music to tncs wwwldewcomwinppmxage,1
ham,ranjith cal drpd deeraj and deepak min hold,0
ham,wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da,0
ham,what you doinghow are you,0
ham,ups which is days also and the shipping company that takes wks the other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff,0
ham,im back lemme know when youre ready,0
ham,dont necessarily expect it to be done before you get back though because im just now headin out,0
ham,mmm so yummy babe nice jolt to the suzy,0
ham,where are you lover i need you,0
spam,we tried to contact you re your reply to our offer of a video handset anytime networks mins unlimited text camcorder reply or call now,1
ham,iû÷m parked next to a mini when are you coming in today do you think,0
ham,yup,0
ham,anyway im going shopping on my own now cos my sis not done yet dun disturb u liao,0
ham,my no in luton ring me if ur around h,0
spam,hey i am really horny want to chat or see me naked text hot to text charged at pm to unsubscribe text stop,1
ham,why you dint come with us,0
ham,same wana plan a trip sometme then,0
ham,not sure yet still trying to get a hold of him,0
spam,ur ringtone service has changed free credits go to clubmobilescom to choose content now stop txt club stop to pwk club po box mk wt,1
ham,the evo i just had to download flash jealous,0
spam,ringtone club get the uk singles chart on your mobile each week and choose any top quality ringtone this message is free of charge,1
ham,come to mu were sorting out our narcotics situation,0
ham,night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay,0
spam,hmv bonus special pounds of genuine hmv vouchers to be won just answer easy questions play now send hmv to more infowwwpercentrealcom,1
ham,usf i guess might as well take car,0
ham,no objection my bf not coming,0
ham,thanx,0
ham,tell rob to mack his gf in the theater,0
ham,awesome ill see you in a bit,0
ham,just sent it so what type of food do you like,0
ham,all done all handed in celebrations in full swing yet,0
ham,you got called a tool,0
ham,wen u miss someone,0
ham,ok i asked for money how far,0
ham,okie,0
ham,yeah i think my usual guys still passed out from last night if you get ahold of anybody let me know and ill throw down,0
ham,k i might come by tonight then if my class lets out early,0
ham,ok,0
ham,hi baby im cruisin with my girl friend what r u up give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,0
ham,my life means a lot to me not because i love my life but because i love the people in my life the world calls them friends i call them my world ge,0
ham,dearshall mail tonitebusy in the streetshall update you tonitethings are looking okvarunnathu edukkukayee raksha ollubut a good one in real sense,0
ham,hey you told your name to gautham ah,0
ham,haf u found him i feel so stupid da v cam was working,0
ham,oops got that bit,0
ham,are you this much buzy,0
ham,i accidentally deleted the message resend please,0
spam,tmobile customer you may now claim your free camera phone upgrade a pay go sim card for your loyalty call on offer ends thfebtcs apply,1
ham,unless its a situation where you go gurl would be more appropriate,0
ham,hurt me tease me make me cry but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u have a nice day bslvyl,0
ham,i cant pick the phone right now pls send a message,0
ham,need a coffee run tomocant believe its that time of week already,0
ham,awesome i remember the last time we got somebody high for the first time with diesel v,0
ham,shit that is really shocking and scary cant imagine for a second def up for night out do u think there is somewhere i could crash for night save on taxi,0
ham,oh and by the way you do have more food in your fridge want to go out for a meal tonight,0
ham,he is a womdarfull actor,0
spam,sms ac blind date u rodds is m from aberdeen united kingdom check him out httpimg sms acwicmbcktzr no blind dates send hide,1
ham,yup from what i remb i think should be can book,0
ham,jos ask if u wana meet up,0
ham,lol yes our friendship is hanging on a thread cause u wont buy stuff,0
spam,themob check out our newest selection of content games tones gossip babes and sport keep your mobile fit and funky text wap to,1
ham,where are the garage keys they arent on the bookshelf,0
ham,today is accept dayu accept me as brother sister lover dear best clos lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rply means enemy,0
spam,think ur smart win å£ this week in our weekly quiz text play to nowtcs winnersclub po box m uz gbpweek,1
ham,he says hell give me a call when his friends got the money but that hes definitely buying before the end of the week,0
ham,hi the way i was with u day is the normal waythis is the real me ur uniquei hope i know u the rest of mylife hope u find wot was lost,0
ham,you made my day do have a great day too,0
ham,kkadvance happy pongal,0
ham,hmmm guess we can go kb n power yoga haha dunno we can tahan power yoga anot thk got lo oso forgot liao,0
ham,not really dude have no friends im afraid,0
spam,december only had your mobile mths you are entitled to update to the latest colour camera mobile for free call the mobile update co free on,1
ham,coffee cake i guess,0
ham,merry christmas to you too babe i love ya kisses,0
ham,hey why dont we just go watch x men and have lunch haha,0
ham,cud u tell ppl im gona b a bit l cos buses hav gon past cos they were full im still waitin pete x,0
ham,that would be great well be at the guild could meet on bristol road or somewhere will get in touch over weekend our plans take flight have a good week,0
ham,no problem how are you doing,0
ham,no callsmessagesmissed calls,0
ham,hi dahow is the todays class,0
ham,id say thats a good sign but well you know my track record at reading women,0
ham,cool text me when youre parked,0
ham,im reading the text i just sent you its meant to be a joke so read it in that light,0
ham,kkapo kgood movie,0
ham,maybe i could get book out tomo then return it immediately or something,0
spam,call germany for only pence per minute call from a fixed line via access number no prepayment direct access,1
ham,any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employers paperwork not cool at all please do not contact me again or i will report you to your supervisor,0
spam,valentines day special win over å£ in our quiz and take your partner on the trip of a lifetime send go to now pmsg rcvd custcare,1
ham,tadaaaaa i am home babe are you still up,0
ham,cool so how come you havent been wined and dined before,0
ham,just sleepingand surfing,0
ham,sorry ill call later,0
ham,u calling me right call my hand phone,0
ham,ok thats great thanx a lot,0
ham,i take it the post has come then you must have s of texts now happy reading my one from wiv hello caroline at the end is my favourite bless him,0
ham,where u been hiding stranger,0
ham,am not interested to do like that,0
ham,my sister cleared two round in birla soft yesterday,0
ham,gudnitetcpractice going on,0
ham,dis is yijue i jus saw ur mail in case huiming havent sent u my num dis is my num,0
ham,one small prestige problem now,0
spam,fancy a shag i dointerested sextextukcom txt xxuk suzy to txts cost per msg tncs on website x,1
ham,just checking in on you really do miss seeing jeremiah do have a great month,0
ham,nah cant help you there ive never had an iphone,0
ham,if youre not in my car in an hour and a half im going apeshit,0
ham,today is sorry day if ever i was angry with you if ever i misbehaved or hurt you plz plz just slap urself bcoz its ur fault im basically good,0
ham,yo you guys ever figure out how much we need for alcohol jay and i are trying to figure out how much we can safely spend on weed,0
ham,ltgt ish minutes was minutes ago wtf,0
ham,thank you for callingforgot to say happy onam to you sirjii am fine here and remembered you when i met an insurance personmeet you in qatar insha allahrakhesh ex tata aig who joined tisscotayseer,0
spam,congratulations ur awarded of cd vouchers or gift guaranteed free entry wkly draw txt music to tncs wwwldewcomwinppmxage,1
spam,ur cashbalance is currently pounds to maximize ur cashin now send cash to only pmsg cc hgsuitelands rowwjhl,1
ham,im an actor when i work i work in the evening and sleep late since im unemployed at the moment i always sleep late when youre unemployed every day is saturday,0
ham,hello just got here st andrewsboy its a long way its cold i will keep you posted,0
ham,ha ha cool cool chikku chikkudb,0
ham,oh ok no prob,0
ham,check audreys status right now,0
ham,busy here trying to finish for new year i am looking forward to finally meeting you,0
ham,good afternoon sunshine how dawns that day are we refreshed and happy to be alive do we breathe in the air and smile i think of you my love as always,0
ham,well i know z will take care of me so no worries,0
spam,updatenow xmas offer latest motorola sonyericsson nokia free bluetooth double mins txt on orange call mobileupd on or calloptoutfq,1
spam,here is your discount code rp to stop further messages reply stop wwwregalportfoliocouk customer services,1
ham,wat uniform in where get,0
ham,cool text me when youre ready,0
ham,hello my boytoy geeee i miss you already and i just woke up i wish you were here in bed with me cuddling me i love you,0
ham,i will spoil you in bed as well,0
ham,im going for bath will msg you next ltgt min,0
ham,i cant keep talking to people if am not sure i can pay them if they agree to price so pls tell me what you want to really buy and how much you are willing to pay,0
spam,thanks for your ringtone order reference t you will be charged gbp per week you can unsubscribe at anytime by calling customer services on,1
ham,can you say what happen,0
ham,you could have seen mei didt recognise you face,0
ham,well theres not a lot of things happening in lindsay on new years sighs some bars in ptbo and the blue heron has something going,0
ham,keep my payasam there if rinu brings,0
ham,i taught that ranjith sir called me so only i sms like that becaus hes verifying about project prabu told today so only pa dont mistake me,0
ham,i guess thats why you re worried you must know that theres a way the body repairs itself and im quite sure you shouldnt worry well take it slow first the tests they will guide when your ovulation is then just relax nothing youve said is a reason to worry but ill keep on followin you up,0
ham,yeah sure give me a couple minutes to track down my wallet,0
ham,hey leave it not a big deal take care,0
ham,hey i will be late ah meet you at,0
spam,double mins and txts months free bluetooth on orange available on sony nokia motorola phones call mobileupd on or calloptoutndx,1
ham,it took mr owl licks,0
ham,customer place i will call you,0
ham,mm that time you dont like fun,0
spam,mths half price orange line rental latest camera phones free had your phone mths call mobilesdirect free on to update now orstoptxt,1
ham,yup having my lunch buffet now u eat already,0
ham,huh so late fr dinner,0
ham,hey so this sat are we going for the intro pilates only or the kickboxing too,0
ham,morning only i can ok,0
ham,yes i think so i am in office but my lap is in room i think thats on for the last few days i didnt shut that down,0
ham,pick you up bout ish what time are and that going,0
ham,from here after the performance award is calculated every two monthnot for current one month period,0
ham,was actually sleeping and still might when u call back so a text is gr you rock sis will send u a text wen i wake,0
ham,you are always putting your business out there you put pictures of your ass on facebook you are one of the most open people ive ever met why would i think a picture of your room would hurt you make you feel violated,0
ham,good evening sir al salam wahleykkumsharing a happy newsby the grace of god i got an offer from tayseertissco and i joinedhope you are fineinshah allahmeet you sometimerakheshvisitor from india,0
ham,hmmmkbut i want to change the field quickly dai wanna get system administrator or network administrator,0
spam,free ringtone text first to for a poly or text get to for a true tone help after st free tones are xå£pw to eå£nd txt stop,1
ham,dear how is chechi did you talk to her,0
ham,the hair cream has not been shipped,0
ham,none of thats happening til you get here though,0
ham,yep the great loxahatchee xmas tree burning of ltgt starts in an hour,0
ham,haha get used to driving to usf man i know a lot of stoners,0
ham,all was well until slightly disastrous class this pm with my fav darlings hope day off ok coffee wld be good as cant stay late tomorrow same time place as always,0
ham,hello good week fancy a drink or something later,0
ham,headin towards busetop,0
ham,messagesome text missing sendername missing number missing sentdate missing missing u a lot thats y everything is missing sent via fullonsmscom,0
ham,come by our room at some point so we can iron out the plan for this weekend,0
ham,cos i want it to be your thing,0
ham,okies ill go yan jiu too we can skip ard oso go cine den go mrt one blah blah blah,0
ham,bring home some wendy d,0
spam,dating service call boxskch,1
ham,whatsup there dont u want to sleep,0
ham,alright i have a new goal now,0
spam,free entry into our å£ weekly competition just text the word win to now tc wwwtxttowincouk,1
ham,alright ill head out in a few minutes text me where to meet you,0
spam,send a logo ur lover names joined by a heart txt love name name mobno eg love adam eve to yahoo poboxwwq txtno no ads p,1
ham,yesfrom last week itself im taking live call,0
spam,someone has contacted our dating service and entered your phone because they fancy you to find out who it is call from a landline poboxntfp,1
ham,siva is in hostel aha,0
spam,urgent your mobile number has been awarded with a å£ prize guaranteed call from land line claim valid hrs only,1
ham,send this to ur friends and receive something about ur voice how is my speaking expression childish naughty sentiment rowdy ful of attitude romantic shy attractive funny ltgt irritating ltgt lovable reply me,0
ham,ok shell be ok i guess,0
ham,aathiwhere are you dear,0
ham,any pain on urination any thing else,0
ham,at esplanade do ì mind giving me a lift cos i got no car today,0
ham,i wnt to buy a bmw car urgentlyits vry urgentbut hv a shortage of ltgt lacsthere is no source to arng dis amt ltgt lacsthats my prob,0
ham,at home watching tv lor,0
ham,does she usually take fifteen fucking minutes to respond to a yes or no question,0
spam,congrats nokia video camera phone is your call calls cost ppm ave call mins vary from mobiles close post bcm ldn wcnxx,1
ham,booked ticket for pongal,0
ham,you available now im like right around hillsborough amp ltgt th,0
ham,the message sent is askin for ltgt dollars shoul i pay ltgt or ltgt,0
ham,ask g or iouri ive told the story like ten times already,0
ham,how long does applebees fucking take,0
ham,hi hope u get this txtjourney hasnt been gdnow about mins late i think,0
ham,but i have to i like to have love and arrange,0
ham,yeshe is really greatbhaji told kallis best cricketer after sachin in worldvery tough to get out,0
ham,you were supposed to wake me up gt,0
ham,oic i saw him too but i tot he din c me i found a group liao,0
ham,sorry ill call later,0
ham,hey hey werethe monkeespeople say we monkeyaround howdy gorgeous,0
ham,sorry my battery died i can come by but im only getting a gram for now wheres your place,0
ham,well done blimey exercise yeah i kinda remember wot that is hmm,0
ham,i wont get concentration dear you know you are my mind and everything,0
ham,lol have you made plans for new years,0
ham,min later k,0
ham,hanks lotsly,0
ham,thanks for this hope you had a good day today,0
ham,kkwhat are detail you want to transferacc no enough,0
ham,ok i will tell her to stay out yeah its been tough but we are optimistic things will improve this month,0
